Gold,Silver,BGMI,XAU
40.95,2.493003,,
40.8,2.492,,
40.95,2.502,203.1,
40.9,2.512,,
40.85,2.463,,
40.9,2.489,,
41.05,2.487,,
41.1,2.472,197.08,
40.95,2.436,,
40.6,2.319,,
40.15,2.418,,
39.4,2.369,,
39.1,2.35,181.95,
39.15,2.392,,
38.9,2.351,,
37.8,2.303,,
38,2.242,,
39.1,2.331,186.57,
38.65,2.292,,
38.65,2.292,,
39.2,2.328003,,
39.1,2.283,,
38.75,2.284003,181.83,
38.9,2.276,,
39.1,2.235,,
38.9,2.285,,
38.8,2.225,,
38.8,2.245,181.33,
38.85,2.195,,
38.85,2.185,,
38.8,2.205,,
38.55,2.165,,
38.45,2.154,172.78,
38.6,2.125,,
38.75,2.064,,
38.95,2.193,,
39,2.208,,
39.1,2.203003,173.59,
39.15,2.178,,
39.35,2.243003,,
40.3,2.332,,
39.65,2.24,,
39.65,2.274,185.32,
39.4,2.239,,
39.55,2.239,,
39.55,2.218,,
39.8,2.242,,
39.85,2.239,180.83,
39.975,2.24,,
39.9,2.255,,
39.95,2.274,,
40,2.264002,178.68,
40,2.243003,,
40,2.168,,
40,2.248,,
40.05,2.198,,
40.175,2.227,191.93,
40.2,2.207,,
40.55,2.228,,
40.45,2.245,,
40.525,2.23,,
40.5,2.24,201.67,
40.425,2.231,,
40.475,2.22,,
40.425,2.221,,
40.45,2.19,,
40.3,2.2,192.53,
39.7,2.171,,
39.6,2.14,,
38.3,2.090997,,
39,2.101,,
38.9,2.085,182.61,
39.8,2.101,,
39.75,2.086,,
39.2,2.051,,
38.825,2.011,,
39.2,2.05,183.58,
39.3,2.03,,
39.2,1.990999,,
38.95,1.921,,
39.2,1.841999,,
39.4,1.871999,180.3,
39.1,1.972,,
38.95,1.876998,,
39.175,1.923,,
39.2,1.898001,,
39.3,1.913,172.32,
39.375,1.913,,
39.6,1.972,,
39.3,1.958002,,
39.2,1.933,,
38.9,1.903,175.19,
39.25,1.963,,
39.325,1.980999,,
39.5,1.992,,
39.525,1.956999,,
39.4,1.966999,172.91,
39.5,2.002,,
39.725,2.011,,
39.75,2.061,,
39.75,2.069,,
40,2.086,185.8,
40,2.103,,
40.05,2.085,,
40.75,,,
40.25,,,
40.2,,195.47,
40.3,2.105,,
40.075,1.988002,,
39.75,1.92,,
39.85,1.978002,,
39.85,1.968002,189.14,
39.9,1.943,,
40.15,1.946998,,
40.775,1.986999,,
40.45,2.001,,
40.35,2.035,203.18,
40.625,2.036,,
40.675,1.976,,
40.75,2.019,,
41.3,1.984,,
40.9,1.986999,202.59,
40.975,1.958002,,
41.2,1.962,,
41.825,2.004,,
41.675,2.004,,
41.65,1.970999,203.9,
41.7,1.966,,
41.7,1.956999,,
41.7,1.936998,198.15,
42,1.966999,,
41.95,1.946998,,
41.8,1.958002,,
41.9,1.966999,193.54,
42.025,1.972,,
42.1,1.976999,,
42.45,2.017,,
42.475,2.006997,,
42.3,2.042,204.27,
42,2.016,,
42.4,2.026997,,
42.75,2.038003,,
42.7,2.017,,
41.9,1.994,196.04,
42.2,1.994,,
42.4,2.015,,
42.6,2.002,,
42.2,1.982,,
42,1.988002,192.85,
42.2,1.999,,
42.45,1.986999,,
42.45,1.980999,,
42.55,2.001,,
42.55,2.001,191.29,
42.5,1.986999,,
42.475,1.990999,,
42.7,1.983,,
42.625,1.922,,
42.55,1.885,185.05,
42.55,1.883,,
42.525,1.883,,
42.6,1.873002,,
42.55,1.833002,,
42.5,1.77,182.59,
42.65,1.855,,
42.625,1.804,,
42.65,1.829,,
42.6,1.843002,,
42.625,1.829,197.66,
42.7,1.833002,,
42.675,1.803002,,
42.7,1.799002,,
42.75,1.834,,
42.775,1.825,200.84,
42.75,1.815,,
42.75,1.797,,
42.9,1.861999,,
43.25,1.886,,
43.6,1.925,217.93,
43.75,1.901,,
43.3,1.879,,
43.025,1.833002,,
43.15,1.871,,
43,1.835999,202.22,
43.025,1.831,,
42.85,1.813002,,
43.075,1.824,,
43.125,1.813002,,
43.175,1.833002,197.07,
43.25,1.845999,,
43.4,1.831999,,
43.35,1.82,,
43.475,1.814,,
43.3,1.83,188.39,
43.1,1.825,,
43.1,1.814,,
43.3,1.799002,,
43.35,1.835,,
,,196.44,
43.35,1.825998,,
43.375,1.801998,,
43.4,1.814,,
43.35,1.801,186.83,
43.275,1.8,,
42.9,1.797,,
43.075,1.797,,
43.225,1.807,,
43.2,1.801998,187.83,
43.2,1.8,,
43.175,1.77,,
43.4,1.785,,
43.275,1.791998,,
43.25,1.781998,193.7,
43.55,1.81,,
43.55,1.794,,
43.6,1.776,,
43.6,1.778,,
43.6,1.777,188.73,
43.475,1.769001,,
43.4,1.758,,
43.475,1.807,,
43.65,1.845999,,
43.6,1.817,191.2,
43.45,1.795,,
43.5,1.749,,
43.5,1.776,,
43.5,1.761,,
43.5,1.781,186.02,
43.475,1.761,,
43.45,1.749,,
43.425,1.759001,,
43.45,1.751,,
43.5,1.758,177.35,
43.5,1.783001,,
43.4,1.767,,
43.075,1.771,,
43.15,1.771998,173.61,
42.95,1.773001,,
42.15,1.773001,,
42.075,1.758,,
41.1,1.766,,
40.75,1.749,162.28,
40.7,1.722,,
41.975,1.686998,,
41.8,1.684002,,
41.55,1.685,,
41.55,1.686,168.68,
41.25,1.679,,
41.5,1.593002,,
41.4,1.578,,
41.45,1.603002,,
41.45,1.628001,159.66,
41.225,1.565998,,
41.2,1.584,,
40.9,1.587,,
40.975,1.579,,
41.1,1.559002,157.07,
41.225,1.564,,
41.1,1.595,,
41.25,1.57,,
41.51,1.573002,,
41.5,1.588,157.91,
41.76,1.594,,
42.1,1.613002,,
41.9,1.618,,
41.9,1.663,,
41.9,1.631,168.27,
41.95,1.652,,
42,1.683,,
41.9,1.669,,
41.975,1.636,,
41.9,1.653,163.06,
42,1.668001,,
41.95,1.675,,
41.875,1.66,,
41.9,1.643,,
41.85,1.645,149.3,
41.72,1.653,,
41.49,1.621,,
41.49,1.621999,,
41.45,1.629,,
41.39,1.614,122.94,
41.4,1.617,,
41.15,1.599,,
41.1,1.614,,
41.025,1.614,,
41.15,1.624,123.38,
41.45,1.69,,
41.2,1.654001,,
41.1,1.675,,
41.375,1.706999,,
41.1,1.696,138.69,
41.2,1.68,,
41.125,1.659,,
41.1,1.686,,
41.075,1.674002,,
41.05,1.683,127.59,
41,1.674002,,
40.9,1.663,,
40.9,1.673,,
40.95,1.664001,,
40.95,1.674002,130.89,
40.79,1.688002,,
40.775,1.705,,
40.89,1.705,,
40.9,1.702,130.21,
40.9,1.728002,,
40.9,1.758,,
40.975,1.754,,
40.925,1.769001,,
40.95,1.804,138.6,
41,1.781,,
41,1.768,,
41,1.81,,
40.875,1.79,,
40.85,1.799002,142,
40.875,1.818,,
40.8,1.868,,
40.85,1.891,,
40.85,1.845,,
40.75,1.831,147.77,
40.65,1.839,,
40.65,1.876,,
40.75,1.863002,,
40.775,1.894001,,
40.99,1.87,133.83,
40.9,1.825,,
40.775,1.864,,
40.76,1.823002,,
40.775,1.844,,
40.75,1.84,134.2,
40.625,1.825998,,
40.675,1.825,,
40.725,1.808,,
40.65,1.843002,,
40.575,1.813002,127.21,
40.475,1.854,,
40.35,1.874,,
40.25,1.845999,,
39.95,1.863002,,
40.05,1.853002,122.75,
40.15,1.906,,
40.125,1.885,,
40.05,1.896,,
39.975,1.926998,,
39.85,1.946998,126.21,
39.575,1.996,,
39.53,1.968002,,
39.5,1.993,,
39.05,1.989,,
38.85,1.964,124.9,
37.9,1.943,,
38.2,1.956999,,
38.075,1.960999,,
37.8,1.932,,
37.8,1.922,117.2,
37.9,1.921,,
37.775,1.896998,,
37.05,1.876998,,
36,1.902,,
36.1,1.896,117.57,
35.825,1.896998,,
35.35,1.868,,
35.575,1.868,,
35.625,1.882,,
35.55,1.886998,118.23,
35.525,1.906998,,
35.45,1.922,,
35.35,1.908001,,
35.325,1.876998,,
35.225,1.851999,114.25,
35.2,1.861999,,
35,1.811998,,
35,1.758,,
35.175,1.767,,
35.325,1.748002,102.91,
35.2,1.758,,
35.025,1.758,,
35.1,1.733,,
35.075,1.722,,
35,1.738002,89.66,
35.04,1.756,,
35.125,1.774,,
35.175,1.799002,,
,,92.34,
35.225,1.824,,
35.225,1.8,,
35.21,1.791,,
35.125,1.8,89.44,
35.1,1.831,,
35.125,1.85,,
35,1.825,,
34.975,1.838,,
34.85,1.837,100.39,
34.975,1.814,,
34.92,1.829,,
34.89,1.84,,
34.86,1.875,,
34.775,1.855999,107.06,
34.775,1.87,,
34.8,1.886998,,
34.825,1.865999,,
34.925,1.869,,
34.99,1.878001,101.14,
34.975,1.896,,
35,1.881,,
35,1.869,,
35,1.921,,
34.98,1.912,96.24,
34.95,1.894001,,
35,1.9,,
35,1.923,,
34.99,1.902,,
35,1.898001,96.37,
35.01,1.906998,,
35.01,1.908001,,
35.025,1.893,,
34.99,1.89,,
34.975,1.896998,100.42,
35,1.901,,
35,1.885,,
34.975,1.865999,,
34.98,1.885,,
34.99,1.876998,95.96,
35,1.882,,
34.98,1.882,,
35,1.87,,
35,1.875,,
35,1.899,103.44,
35,1.891,,
35.01,1.901,,
35,1.896998,,
35,1.928002,,
34.95,1.902,112.8,
34.97,1.888001,,
34.98,1.885,,
34.99,1.89,,
35,1.88,,
35,1.87,122.88,
35.05,1.874,,
35.07,1.864,,
35.08,1.857,,
35.3,1.881,,
35.175,1.869,123.88,
35.15,1.864,,
35.17,1.855999,,
35.275,1.859,,
35.3,1.875,,
,,123.06,
35.3,1.878001,,
35.325,1.876,,
35.4,1.89,,
35.35,1.878001,130.43,
35.325,1.871999,,
35.28,1.859,,
35.36,1.858,,
35.425,1.857,,
35.38,1.844,123.69,
35.43,1.855,,
35.525,1.865,,
35.84,1.855,,
35.75,1.855,,
35.75,1.865,124.28,
35.76,1.865,,
35.84,1.86,,
35.925,1.863002,,
35.975,1.855,,
35.81,1.85,117.04,
35.74,1.837,,
35.8,1.804,,
35.875,1.749,,
35.85,1.724,,
35.85,1.734,118.44,
35.9,1.734,,
36.19,1.653,,
36.24,1.729,,
36.23,1.699,,
36.225,1.729,135.66,
36.15,1.749,,
36,1.754,,
35.94,1.719,,
35.95,1.679,,
35.95,1.684002,133.17,
35.975,1.703,,
35.96,1.69,,
35.96,1.678002,,
35.95,1.641,,
35.875,1.623002,130.74,
35.85,1.568,,
35.8,1.595999,,
35.67,1.626998,,
35.5,1.631,117.82,
35.45,1.652,,
35.3,1.609,,
35.2,1.621999,,
35.175,1.644001,,
35.19,1.644001,125.56,
35.25,1.645,,
35.7,1.67,,
35.525,1.685,,
35.59,1.646,,
35.64,1.629,136.88,
35.64,1.63,,
35.48,1.639,,
35.34,1.658001,,
35.46,1.633,,
35.37,1.653,129.65,
35.4,1.641,,
35.4,1.65,,
35.45,1.636,,
35.625,1.629,,
35.45,1.626998,137.35,
35.475,1.625,,
35.51,1.607,,
35.5,1.624,,
35.475,1.639,,
35.39,1.623002,144.21,
35.35,1.624,,
35.33,1.595999,,
35.3,1.621999,,
35.31,1.621999,,
35.31,1.624,136.41,
35.325,1.619,,
35.325,1.638001,,
35.31,1.656,,
35.3,1.685,,
35.31,1.658001,134.14,
35.325,1.692,,
35.31,1.724,,
35.32,1.739,,
35.3,1.729,,
35.275,1.722,131.58,
35.3,1.734,,
35.31,1.777,,
35.31,1.783001,,
35.3,1.768,,
35.29,1.768,128.06,
35.3,1.783001,,
35.31,1.761,,
35.325,1.776,,
35.3,1.748002,,
35.3,1.736,128.74,
35.3,1.758,,
35.25,1.726999,,
35.25,1.743,,
35.275,1.765,,
35.25,1.757,123.84,
35.25,1.786,,
35.25,1.814,,
35.25,1.839,,
35.275,1.818,,
35.325,1.81,122.32,
35.5,1.841,,
35.59,1.855,,
35.6,1.865,,
35.87,1.843002,,
35.775,1.837,134.11,
35.85,1.847,,
36.07,1.839,,
36.35,1.841999,,
36.3,1.849,132.74,
36.225,1.845999,,
35.95,1.845999,,
36.225,1.868,,
36.225,1.851999,,
36.3,1.843002,139.91,
36.35,1.843002,,
36.275,1.813002,,
36.08,1.79,,
36.225,1.807,,
36.2,1.779001,132.2,
36.225,1.771998,,
36.3,1.78,,
36.25,1.78,,
36.15,1.769001,,
36.15,1.73,132.64,
36.175,1.758,,
36.2,1.745,,
36.24,1.700998,,
36.425,1.72,,
36.275,1.73,134.95,
36.525,1.73,,
36.925,1.706,,
36.825,1.748002,,
36.725,1.765,,
36.79,1.745,138.07,
37.25,1.745,,
37.36,1.745,,
37.45,1.718002,,
37.63,1.744,,
37.56,1.746999,150.73,
37.66,1.738002,,
37.87,1.716999,,
38,1.732,,
37.85,1.728002,,
38.2,1.730999,146.93,
39.15,1.791,,
39.19,1.799002,,
38.7,1.791998,,
38.4,1.767,,
37.4,1.783001,145.74,
37.7,1.795,,
37.45,1.781,,
36.8,1.791998,,
37.1,1.814,,
37,1.789001,142.72,
37.225,1.786,,
37.55,1.824,,
37.11,1.79,,
37.325,1.807,,
37.6,1.779001,145.56,
37.9,1.777,,
37.35,1.791,,
37.6,1.771,,
37.6,1.76,,
37.6,1.744,148.36,
37.55,1.755,,
37.425,1.723,,
37.65,1.663,,
37.79,1.68,,
37.625,1.661,143.9,
37.6,1.653,,
37.35,1.607,,
37.575,1.651,,
37.575,1.641,,
37.55,1.651,139.44,
37.5,1.64,,
37.4,1.628001,,
37.23,1.595999,,
36.975,1.579,,
37.19,1.604,133.3,
37.2,1.628001,,
37.36,1.638001,,
37.71,1.613002,,
37.64,1.593002,,
37.65,1.648001,134.36,
37.625,1.651,,
37.65,1.666998,,
37.55,1.63,,
37.4,1.641,,
,,130.46,
37.34,1.64,,
37.325,1.651,,
37.375,1.636,,
37.375,1.633,,
,,130.02,
37.325,1.653,,
37.5,1.652,,
37.5,1.646998,,
37.39,1.69,,
37.51,1.690998,135.36,
37.5,1.709,,
37.85,1.696998,,
38.275,1.700998,,
38.1,1.684002,,
38.15,1.681,135.36,
38.1,1.629,,
37.925,1.591,,
38.025,1.58,,
38.175,1.575998,,
37.95,1.561998,133.92,
37.9,1.585999,,
38.1,1.614,,
38.025,1.563002,,
38.05,1.585999,,
38,1.593002,133.45,
38.1,1.594,,
38.35,1.609,,
38.7,1.62,,
38.475,1.617,,
38.45,1.605,141.66,
38.5,1.613002,,
38.725,1.581,,
38.85,1.578,,
38.875,1.594,,
39.05,1.59,145.31,
38.9,1.584,,
38.95,1.584,,
38.9,1.591999,,
38.85,1.595999,,
38.78,1.601,150.86,
38.75,1.604,,
38.8,1.597,,
38.775,1.588,,
38.75,1.575,,
38.79,1.587,149.27,
38.75,1.599,,
38.7,1.628001,,
38.775,1.614,,
38.775,1.615,,
38.76,1.636998,148.15,
38.75,1.656998,,
38.81,1.662,,
38.84,1.666998,,
38.96,1.661,,
39.025,1.656998,153.67,
39.075,1.656998,,
38.975,1.678002,,
38.925,1.676,,
38.95,1.672,,
39.025,1.669,158.41,
38.95,1.672,,
38.925,1.679,,
38.92,1.664001,,
38.91,1.664001,,
38.9,1.688002,157.29,
38.825,1.690998,,
38.75,1.69,,
38.8,1.686,,
38.95,1.713,,
38.825,1.710999,156.94,
38.9,1.739,,
38.9,1.726999,,
38.925,1.735,,
38.95,1.754,,
,,162.69,
38.9,1.746999,,
38.9,1.728002,,
38.89,1.734,,
38.93,1.71,159.56,
38.95,1.71,,
38.95,1.725,,
38.905,1.74,,
38.975,1.736999,,
39.085,1.722,152.23,
39,1.722,,
38.91,1.672,,
39.15,1.689,,
39.425,1.703,,
39.6,1.689,157.81,
39.42,1.679,,
39.86,1.656,,
39.66,1.694,,
40.2,1.69,,
39.875,1.686,164.49,
39.65,1.671,,
40,1.676998,,
40.7,1.669,,
40.85,1.681,,
40.8,1.7,160.1,
41.1,1.676,,
41.2,1.684002,,
40.5,1.676998,,
40.8,1.672,,
41.05,1.656998,146.15,
40.75,1.605999,,
40.975,1.635,,
40.96,1.609,,
40.7,1.604,,
40.8,1.601,140.54,
40.85,1.613002,,
40.65,1.59,,
40.525,1.587,,
40.6,1.587,136.92,
40.5,1.585,,
40.3,1.581999,,
39.95,1.631,,
39.6,1.609,,
39.65,1.614,135.08,
39.6,1.623002,,
39.49,1.615,,
39.775,1.63,,
39.95,1.643,,
39.9,1.628001,140.94,
39.95,1.609,,
40.1,1.584,,
40.25,1.604,,
40.4,1.589,,
40.11,1.599,140.94,
40.08,1.599,,
39.875,1.581999,,
40.2,1.575,,
40.1,1.601,,
40.41,1.601999,138.82,
40.225,1.581999,,
40.3,1.589,,
40.2,1.579,,
40.275,1.589,,
40.24,1.591999,138.23,
40.35,1.587,,
40.35,1.56,,
40.4,1.577,,
40.44,1.561998,,
40.6,1.555,147.46,
41.01,1.56,,
40.975,1.543001,,
41.2,1.543001,,
41.59,1.558,,
41.58,1.565,152.45,
41.45,1.558,,
41.975,1.55,,
42.09,1.557,,
42.21,1.595999,,
42.475,1.591999,155.29,
42.475,1.581999,,
42.15,1.608,,
42.19,1.626,,
42.8,1.621,,
42.65,1.599,158.44,
42.9,1.609,,
43.3,1.609,,
42.75,1.575,,
43.225,1.591999,,
43.275,1.591999,152.2,
43,,,
43.4,,,
43.3,,146.78,
43.25,1.593002,,
43.1,1.571998,,
43.1,1.578,,
42.75,1.567,,
41.1,1.564,140.82,
41,1.501998,,
40.7,1.484,,
41.6,1.501998,,
41.725,1.490999,142.81,
41.8,1.472,,
41.7,1.442,,
41.325,1.371999,,
41.7,1.419,,
41.575,1.385,142.88,
41.59,1.373002,,
41.85,1.392,,
41.89,1.411,,
42.225,1.398001,,
42.1,1.418001,150.14,
42.05,1.416,,
42.3,1.423,,
42.2,1.401,,
42.25,1.398001,,
42.65,1.405,147.93,
42.35,1.4,,
42.725,1.386998,,
42.7,1.392,,
42.475,1.376,,
42.175,1.38,137.85,
42.5,1.378001,,
42.35,1.334,,
42.44,1.343002,,
42.45,1.349,,
42.5,1.341,134.33,
42.45,1.296,,
42.525,1.315,,
42.6,1.305,,
42.54,1.319,,
42.575,1.319,118.42,
42.51,1.344,,
42.55,1.337,,
42.5,1.308,,
42.525,1.293001,,
42.475,1.306,123.66,
42.475,1.309002,,
42.5,1.319,,
42.51,1.33,,
42.45,1.294,,
42.4,1.307,107.47,
42.125,1.293001,,
42.4,1.272,,
42.2,1.272,,
42.15,1.294,,
42.25,1.284,106.53,
42.35,1.299002,,
42.475,1.315998,,
42.625,1.306,,
42.55,1.309002,,
42.6,1.329,115.17,
42.85,1.317,,
43,1.335999,,
42.81,1.324,,
43,1.327,,
43.15,1.317,121.66,
43.25,1.311998,,
43.2,1.327,,
43.375,1.314,,
43.64,1.317,,
43.325,1.314,122.72,
43.65,1.327,,
43.55,1.331999,,
43.5,1.324,,
43.6,1.351999,,
43.725,1.349,116.17,
43.9,1.4,,
43.875,1.371,,
43.6,1.38,,
43.5,1.395,,
43.675,1.415,111.09,
43.65,1.4,,
43.65,1.39,,
43.61,1.394001,,
43.4,1.411,,
43.05,1.426,114.92,
42.4,,,
42.95,1.392,,
43.15,1.393,,
43.525,1.391,,
43.29,1.394001,106.32,
43.3,1.365,,
43.525,1.358,,
43.5,1.383,,
,1.371,106.6,
43.725,1.374,,
44.35,1.393,,
44.425,1.418001,,
44.875,1.406,,
45.75,1.439,122.32,
45.7,1.438002,,
45.34,1.479,,
45.25,1.456,,
45.45,1.47,,
45.725,1.453,121.85,
45.975,1.504,,
46.09,1.499,,
45.9,1.507,,
45.75,1.488002,,
45.89,1.49,138.94,
45.925,1.486999,,
46.1,1.463,,
46.075,1.464,,
46.2,1.470999,,
47,1.521,143.15,
46.95,1.499,,
47.49,1.533001,,
48.6,1.548,,
48.4,1.515,,
47.55,1.523001,151.42,
47.45,1.538,,
48.2,1.531998,,
47.925,1.515,,
48.4,1.533001,,
48.25,1.529001,144.12,
48.2,1.486,,
47.9,1.493,,
48.05,1.49,,
48.5,1.496,,
48.24,1.498002,148.58,
48.4,1.494,,
48.6,1.495,,
48.625,1.483,,
48.7,1.483,,
48.6,1.488002,148.86,
48.49,1.468002,,
48.4,1.47,,
47.8,1.475,,
48.2,1.501,,
48.05,1.499,143.12,
48,1.521,,
48.275,1.538,,
48.25,1.525,,
48.3,1.539001,,
48.225,1.536,150.23,
48.35,1.541998,,
48.4,1.537,,
48.3,1.521998,,
48.47,1.524,,
48.4,1.513001,149.49,
48.35,1.523001,,
48.4,1.537,,
48.4,1.548,,
48.4,1.533001,,
48.4,1.528,146.43,
48.35,1.52,,
48.225,1.541,,
48.425,1.563002,,
48.375,1.561998,,
,,142.84,
48.4,1.598,,
48.4,1.588,,
48.3,1.573002,,
48.35,1.583002,139.35,
48.4,1.591,,
48.45,1.577,,
48.81,1.581,,
49.425,1.579,,
49.35,1.549002,146.55,
49.35,1.557,,
49.475,1.561998,,
49.25,1.548,,
49.425,1.541998,,
49.375,1.551,141.14,
49.35,1.555,,
49.21,1.551,,
49.3,1.548,,
49.375,1.565998,,
49.5,1.571,142.69,
50.2,1.601,,
50.7,1.59,,
50.3,1.577,,
50.35,1.58,,
50.525,1.587,146.87,
51.6,1.591,,
54,1.604,,
53.3,1.593002,,
53,1.581999,,
52.8,1.578,150.33,
52.8,1.583002,,
54.5,1.59,,
57.5,1.599,,
57.15,1.593002,,
56.5,1.581,161.43,
57.2,1.594,,
57.5,1.583002,,
56.65,1.564,,
56.925,1.561,,
57.5,1.571998,159.13,
58.7,1.569,,
59.3,1.55,,
58.8,1.537,,
59.2,1.556,161.62,
59.4,1.551,,
59.75,1.563002,,
64.75,1.575998,,
66.75,1.57,,
65.6,1.571998,169.52,
59,1.565998,,
63.3,1.578,,
60.7,1.578,,
61.6,1.59,,
61.8,1.588,162.37,
60.6,1.581,,
61.6,1.571998,,
61.125,1.558,,
61.475,1.565,,
64,,161.53,
63.5,,,
62.3,1.575,,
63.3,1.573002,,
65.1,1.551,,
64.1,1.561998,169.73,
64.25,1.564,,
65.5,1.555,,
65.3,1.557,,
65.9,1.605999,,
65.8,1.68,171.67,
65.05,1.695,,
65.7,1.682,,
64.85,1.696,,
65.1,1.75,,
65.2,1.76,171.48,
65.2,1.766,,
65.6,1.781998,,
65.1,1.75,,
64.75,1.781998,,
65.3,1.740999,167.11,
65.1,1.759001,,
65.45,1.779001,,
65.575,1.764,,
65.65,1.745,,
67.45,1.839,170.17,
68.9,1.828,,
68.8,1.794,,
70,1.834,,
68.7,1.81,,
67.75,1.811,169.98,
68.4,1.821,,
66.25,1.814,,
65.7,1.789001,,
66.15,1.82,,
66.1,1.817,167.42,
64.75,1.793001,,
65.75,1.811,,
65.8,1.817,,
66.25,1.817,,
66.25,1.838,165.83,
66.6,1.843002,,
66.975,1.837,,
67.4,1.882,,
67.3,1.901,,
67.05,1.879,159.25,
66.6,1.88,,
66.8,1.904001,,
66.8,1.908001,,
66.8,1.896998,153.42,
66.85,1.895,,
66.85,1.912,,
67,1.898001,,
66.975,1.859,,
67.1,1.865,154.64,
67.2,1.831999,,
67,1.793001,,
66.95,1.783001,,
66.85,1.803002,,
66.1,1.777,152.48,
64.5,1.703,,
64.35,1.688002,,
64.55,1.704,,
64.5,1.713,,
64.65,1.716999,144.22,
63.8,1.69,,
63.4,1.686998,,
63.7,1.693,,
64.15,1.751,,
64.1,1.739,145.37,
64.1,1.740999,,
64.1,1.764,,
64.8,1.784,,
65.625,1.771998,,
65.3,1.756,150.99,
65.7,1.796,,
65.5,1.801,,
65.19,1.795,,
64.425,1.776,,
64.5,1.779001,140.04,
64.85,1.799002,,
65.05,1.784,,
64.8,1.813002,,
64.91,1.841999,,
64.9,1.834,143.34,
64.925,1.853002,,
64.62,1.848,,
64.8,1.835,,
64.55,1.811,,
64.55,1.806,138.85,
64.5,1.815998,,
64.425,1.798,,
63.8,1.825998,,
64.05,1.841999,,
64.125,1.829,138.79,
64.05,1.855999,,
63.75,1.835,,
63.85,1.857,,
62.75,1.823002,,
62.6,1.805,137.91,
62.54,1.824,,
62.45,1.815,,
61.9,1.814,,
61.6,1.811,,
60.1,1.799002,130.86,
60.375,1.789001,,
61.5,1.804,,
62.1,1.811998,,
62,1.811998,,
62.55,1.821998,132.99,
63.05,1.809002,,
63.625,1.811,,
63.6,1.851,,
63.6,1.851999,,
63.9,1.868,137.76,
63.4,1.892,,
63,1.87,,
63.1,1.932,,
62.85,1.91,,
63,1.923,144.81,
63,1.953,,
62.75,1.972,,
62.85,1.948002,,
63.275,1.948002,,
63.4,1.978002,140.01,
64.4,1.972,,
65.4,1.953,,
64.7,1.936998,,
64.2,1.994,,
64.15,2.001,145.18,
64.9,1.99,,
64.825,1.996,,
64.7,2.031,145,
64.99,2.037,,
65.25,2.008,,
65.2,2.046,,
65.225,2.026,144.68,
65.15,1.984,,
65.15,2.012,,
65.05,1.984,,
65.1,2.011,,
65.1,2.01,149.24,
65.1,2.036,,
65.05,2.003,,
64.8,2.019,,
64.625,2.006,,
64.1,2.005,152.05,
64.6,1.986,,
65.2,1.956,,
64.75,1.978002,,
65.25,1.968002,,
65.6,1.98,162.06,
65.3,1.96,,
66.2,1.982,,
66,2.011,,
66.4,2.032,,
67.1,2.03,163.28,
66.9,2.035,,
68.9,2.11,,
68.7,2.090997,,
68.9,2.126,,
69.2,2.136,165.34,
68.525,,,
69.1,,,
70.1,2.246,,
72.8,2.221,,
73,2.191997,163.13,
73.7,2.191997,,
76.1,2.195997,,
78.5,2.247,,
83,2.428,,
89,2.459,177.38,
83,2.354,,
81.2,2.381,,
85.3,2.43,,
86,2.492,,
87,,179.78,
83,,,
83,,,
81.5,,,
83,,,
83,,173.51,
81.75,2.322,,
81.503,2.235998,,
80.25,2.231998,,
82,2.197,,
82.6,2.154,162.13,
82.25,2.166,,
82.5,2.147,,
81.8,2.215997,,
81.4,2.223003,,
82.5,2.21,174.26,
86,2.288003,,
91.5,2.274,,
88.25,2.195997,,
89.25,2.169,,
90.25,2.197,179.37,
89.25,2.171,,
89.5,2.227,,
89.9,2.198,,
90.85,2.238,,
91.1,2.207,200.74,
90.75,2.208,,
91,2.246,,
91.25,2.247,,
91.1,2.229,,
90.4,2.206,196.75,
89.6,2.211,,
89.4,2.164,,
90.75,2.11,,
90.775,2.119,,
,,214.05,
90.9,2.095,,
90.6,2.136,,
90.1,2.126,,
90.45,2.128,214.62,
90.7,2.147,,
90.7,2.147,,
90.4,2.115,,
90.4,2.119,,
90.3,2.187,215.25,
90.3,2.191997,,
90.8,2.222,,
92.15,2.276,,
94.6,2.339,,
96.3,2.362,244.97,
99.75,2.374,,
107,2.465997,,
111,2.384,,
103.5,2.343,,
105.75,2.378,248.53,
112.5,2.489,,
110.5,2.447,,
111,2.425,,
109.75,2.388,,
104.75,2.388,237.42,
108.25,2.448,,
111.5,2.537,,
114.5,2.551,,
117,2.606998,255.17,
120.75,2.645,,
127,2.734,,
121,2.552,,
119.75,2.544,,
118.5,2.5,237.21,
115.5,2.504,,
116.2,2.461997,,
117.5,2.512,,
116,2.508,,
120,2.533,266.9,
122,2.6,,
122.5,2.588,,
118.5,2.56,,
120.25,2.598998,,
120.25,2.602,267.8,
118,2.582,,
119,2.634,,
122.5,2.676,,
120.1,2.657,,
123.5,2.666004,275.16,
123,2.696,,
121,2.683997,,
123.5,2.728996,,
122.75,2.699,,
127,2.796003,300.48,
126,2.802,,
124.75,2.753,,
119,2.668,,
120.5,2.784,,
120.5,2.804,311.33,
119.75,2.806,,
120.75,2.91,,
119.75,2.88,,
119,2.878996,,
116,2.836003,289.62,
118.5,2.903,,
119.75,2.963,,
119,2.921997,,
119.5,2.901002,,
118.8,2.913997,307.62,
114,2.77,,
115.2,2.76,,
117,2.916004,,
115.75,2.901997,,
115.7,2.863,285.16,
115.5,2.84,,
114.75,2.788003,,
114.75,2.723003,,
109,2.63,,
